Sigdist,AVXV,AYXV,VEL1Y,VEL1X,VEL4X,VEL4Y,VEL5,VEL6,VELCOR,Initdir,XSize,YSize,TotalTime,VeLXZero,VelYZero,AvPress,PIXELCENX,PIXELCENY,PTD,HDRATION,SET,DCHANGE,DUR1,DUR2,DUR3,DUR4,TIME3,TIME4,TIME5,TIME6,class
277.99,0.05,0.04,0,0.39,-15.88,0.7,0.33,7.48,0.05,0,0.03,2.17,763.8,351.49,6.01,13,16,0.71,633.03,335.38,15452426.77,2.17,6006,54,-5608,-398,-3581,-2408,17,17,94
-195.61,-0.03,0.01,-0.02,0.3,38.6,0,-1.27,10.8,-0.03,0,0.04,5.31,967.2,182.06,6.32,15,14,0.73,610.81,399.5,17386135.16,5.31,6315,51,-5016,-1299,-3784,-2514,17,17,94
1505.02,0.05,-0.01,0.07,0.31,-38.65,127.02,-1.96,6.23,0.03,0,0.07,3.03,2196.28,724.71,31.93,62,43,0.57,1201.7,296.15,869690667.7,3.03,31934,219,-20376,-11558,-11092,-20816,0,17,95
1505.02,0.05,-0.01,0.07,0.31,-38.65,127.02,-1.96,6.23,0.03,0,0.07,3.03,2196.28,724.71,31.93,62,43,0.57,1201.7,296.15,869690667.7,3.03,31934,219,-20376,-11558,-11092,-20816,0,17,95
1505.02,0.05,-0.01,0.07,0.31,-38.65,127.02,-1.96,6.23,0.03,0,0.07,3.03,2196.28,724.71,31.93,62,43,0.57,1201.7,296.15,869690667.7,3.03,31934,219,-20376,-11558,-11092,-20816,0,17,95
139.59,0.02,-0.04,0,0.02,-99.04,34.61,0.47,-0.74,0,0,0.12,1.91,1075.09,561.97,9.1,21,25,0.57,847.39,610.76,47106688.48,1.91,9096,82,-6150,-2946,-5100,-3979,0,7,96
509.73,0.07,-0.01,0,0.12,-74.77,27.26,-5.17,54,0.03,0,0,4.13,1016.81,246.13,7.6,29,32,0.66,950.32,618.51,46746231.38,4.13,7598,84,-5757,-1841,-3685,-3897,0,17,96
904.83,0.11,0,-0.34,0.35,0.82,134.75,0.15,-0.09,0.08,0,0.09,6.24,1021.19,163.73,8.19,21,22,0.63,928.44,586.81,39190782,6.24,8188,77,-6739,-1449,-3783,-4388,0,17,96
76.12,0,-0.02,-1.33,-0.05,-26.51,35.06,0.01,0.1,0,-0.01,0.14,5.28,1949.31,369.18,15.88,37,39,0.62,1134.71,724.47,230481063.4,5.28,15880,126,-11427,-4453,-9043,-6820,0,17,97
76.12,0,-0.02,-1.33,-0.05,-26.51,35.06,0.01,0.1,0,-0.01,0.14,5.28,1949.31,369.18,15.88,37,39,0.62,1134.71,724.47,230481063.4,5.28,15880,126,-11427,-4453,-9043,-6820,0,17,97
1862.96,0.17,0.01,0.12,0.14,-1.15,-194.11,0.11,0.17,0.07,0,0.13,5.1,1953.21,383.31,10.88,30,25,0.64,1164.51,804.32,149080405.1,5.1,10878,96,-7257,-3621,-5608,-5253,17,17,97
1273.13,0.18,0.01,0.11,-0.24,-0.64,-24.46,0.01,0.02,0.11,0.01,-0.48,5.49,1302.95,237.51,6.95,12,10,0.62,1472.44,811.1,64055074.89,5.49,6949,69,-6949,0,-3635,-3297,0,8,98
1148.96,0.07,0.01,0,0.37,-3.5,-17.7,-0.01,0.27,0.06,0,-0.11,5.42,1185.8,218.8,16.93,15,9,0.66,1197.16,747.88,68557131.88,5.42,16933,70,-7294,-9639,-4761,-12155,0,17,98
966.13,0.13,0.01,-0.19,0.47,-0.78,-38.01,-0.1,0.03,0.15,0,-0.1,5.42,977.04,180.4,7.38,22,11,0.68,1257.33,658.3,54578467.12,5.42,7384,76,-7384,0,-3632,-3735,0,17,98
1121.87,0.07,0.01,-0.2,-0.6,-3.81,-55.01,0.12,-0.67,0.05,0,-0.61,4.88,1165.92,239.07,16.98,41,42,0.56,1139.57,670.36,110952527.7,4.88,16977,166,-13451,-3526,-7955,-9009,0,7,99
992.54,0.04,0.01,0.57,-0.21,-8.8,-141.14,0.28,-0.82,0.03,0,-0.6,2.85,1073.63,376.7,22.97,47,41,0.53,1014.91,647.33,102770942,2.85,22973,173,-14605,-8368,-7280,-15676,7,7,99
1008.62,0.07,0.01,0.1,-0.23,-8.08,0,0.22,-0.76,0.02,0,-0.6,4.83,1098.48,227.57,15.43,44,47,0.54,1085.43,664.8,106482305.5,4.83,15431,172,-12427,-3004,-7176,-8238,0,7,99
1874.85,0.09,-0.01,0.01,-0.08,-0.05,0,0.09,-0.04,0.1,0,-0.04,11.91,2184.58,183.42,21.96,61,33,0.5,1322.56,754.14,1011029605,11.91,21957,168,-17592,-4365,-10895,-11045,7,7,100
2034.49,0.09,0,0.45,0.14,-1.69,269.64,-0.16,-0.15,0.12,0,0.28,9.34,2036.73,218.02,21.49,32,26,0.51,1216.49,776.68,864633732.8,9.34,21492,145,-16562,-4930,-11499,-9977,17,17,100
1709.66,0.09,-0.01,0.5,0.01,-1.47,77.07,-0.13,-0.09,0.1,0,0.09,10.04,1993.56,198.62,19.2,39,20,0.6,1220.99,832.69,729430046.2,10.04,19200,153,-14190,-5010,-10075,-9108,16,16,100
1569.21,0.09,-0.01,0,0.02,-1.4,0,0,0.03,0.04,0,-0.5,6.52,1784.02,273.47,17.9,41,29,0.66,871.89,722.57,365732480.8,6.52,17903,190,-9418,-8485,-8469,-9417,0,16,101
1610.73,0.1,-0.01,0,0,-3.14,24.83,-0.06,0.11,0,0,0.94,2.14,2057.37,961.46,15.61,31,30,0.69,903.35,747.91,331306551.4,2.14,15608,170,-9154,-6454,-8039,-7552,7,7,101
1780.31,0.11,-0.01,0,0,-3.88,0,-0.36,-0.07,0,0,0.96,2.01,1987.52,987.86,15.66,38,28,0.7,1003.84,770.49,368876636.4,2.01,15664,164,-9130,-6534,-7585,-8062,112,0,101
1520.97,0.01,0,0,0,-77.47,0,-0.36,-0.07,0,0,0.96,1.73,1987.52,1148.09,27.26,42,30,0.7,1008.24,767.93,375099739.3,1.73,267255,166,-260588,-6667,-259143,-8096,112,0,102
613.13,0.04,-0.02,-0.08,0.14,0.19,82.92,0.6,-0.13,0.01,0,-0.64,5.01,2113.44,421.81,17.16,22,21,0.42,1284.43,790.96,328426779.8,5.01,17157,119,-12068,-5089,-6330,-10810,7,7,102
2008.08,0.15,-0.01,-0.34,0.14,0.23,155.88,0.11,-0.62,0.04,0,-0.63,5.71,2008.08,351.93,13.75,22,19,0.34,1228.65,686.57,264609002.6,5.71,13746,108,-10126,-3620,-6191,-7539,7,7,102
-550.7,-0.02,0.01,0.01,0,26.18,0,0.12,0.11,0,0,0,3.91,1509.08,386.1,25.14,71,42,0.38,779,238.95,449010528.7,3.91,25143,168,-21860,-3283,-12354,-12772,8,8,103
26.36,0,0.01,0,-0.4,-467.48,0,0.26,81,0,0,0,3.91,669.94,171.28,8.6,31,24,0.48,412.09,273.33,37742160.16,3.91,8595,70,-5773,-2822,-4306,-4273,17,17,103
33.86,0,0.01,0.02,0.04,-422.79,0,-2.21,23.14,0.01,0,0,3.35,680.47,203.05,7.09,22,12,0.48,488.39,336.84,27053220.51,3.35,7085,50,-4725,-2360,-3816,-3252,17,17,103
1618.53,0.08,0,0,0,0.17,0,0.03,-0.03,0,0,-0.12,11.39,1631,143.17,21.47,75,49,0.68,1040.39,200.24,577635375.1,11.39,21466,164,-21466,0,-10764,-10685,0,15,104
1717.06,0.09,0.01,0.4,0.2,-0.57,-10.84,-0.05,-0.1,0.12,0.01,-0.09,8.71,1736.36,199.4,18.1,56,37,0.64,1107.3,213.51,428115020.8,8.71,18104,155,-18104,0,-8173,-9915,17,17,104
1810.62,0.1,0.01,0.43,-0.25,-0.67,0.16,-0.07,0.1,0.11,0.01,-0.12,7.77,1833.72,236.15,17.9,39,30,0.65,1217.94,240.77,385831511.3,7.77,17896,137,-17896,0,-7492,-10388,17,17,104
1423.41,0.1,0.01,0.54,-0.05,-2.37,-6.04,-0.23,-0.06,0.03,0,-0.42,6.27,1461.72,233.03,14.83,65,47,0.38,1003.59,238.54,197517519.9,6.27,14829,173,-14829,0,-6691,-8121,7,7,105
1445.15,0.12,0.01,-0.31,0.12,-2.39,-84.26,-0.28,-0.21,0.07,0,-0.57,5.37,1450.31,269.87,12.15,35,32,0.45,999.78,332.74,147028167.6,5.37,12147,130,-11785,-362,-5775,-6356,7,7,105
1484.23,0.13,0.01,-0.09,-0.01,-0.23,-69.74,-0.03,0.03,0.07,0,-0.65,6.05,1485.4,245.4,11.43,34,29,0.46,1031.87,339.7,141331248,6.05,11433,133,-11044,-389,-5617,-5782,0,8,105
2300.69,0.19,-0.01,0,0,0.98,0,0.55,-0.98,0.05,0,-0.17,7.39,2300.69,311.19,12.06,31,28,0.6,1739.52,501.74,118103104.3,7.39,12055,111,-11606,-449,-5684,-6338,393,393,106
2278.97,0.17,0.02,-0.01,0.04,0.98,0,2.62,-0.36,0.04,0,-0.06,5.97,2278.97,381.57,13.6,32,31,0.62,1593.46,499.21,137684484.1,5.97,13598,112,-13218,-380,-6843,-6738,7,7,106
1553.04,0.12,0.01,-0.05,0.01,-10.81,0.23,0.01,0.02,0.03,0,-0.23,5.12,1749.52,341.89,12.99,28,23,0.64,1378.13,430,132209531,5.12,12993,109,-12993,0,-5640,-7319,7,7,106
1655.47,0.05,0,0.22,0.05,-1.25,-14.24,0.01,-0.02,0.04,0,0.11,12.17,1726.52,141.9,34.01,155,103,0.66,877.11,1289.35,1650005442,12.17,34008,256,-10311,-23697,-17860,-16116,17,0,107
1865.98,0.07,0,-0.12,-0.02,-1.06,0,-0.05,0.01,0.03,0,0.04,11.84,1926.99,162.76,28.69,105,84,0.63,912.01,1294.13,1359773741,11.84,28693,217,-8344,-20349,-12975,-15701,0,0,107
1809.26,0.07,0,-0.44,0.26,-1.22,-36.61,-0.01,-0.01,0.06,0,0.14,10.36,1868.42,180.4,26.86,87,58,0.58,968.92,1289.87,906589413,10.36,26862,195,-6760,-20102,-12007,-14838,0,0,107
923.76,0.03,0.02,-0.04,0.14,-7.13,0,0.25,0.14,0.05,0.01,-0.08,1.76,1406.85,798.52,28.79,104,87,0.52,739.57,1262.48,414271396.1,1.76,28791,183,-3222,-25569,-10720,-18055,0,0,108
1453.72,0.06,0,0.24,0.05,-1.16,-174.8,-0.07,-0.18,0.02,0,-0.01,11.91,1456.06,122.21,22.79,84,77,0.5,691.2,1277.06,489547807.6,11.91,22785,176,-2539,-20246,-11768,-10951,8,0,108
1605.96,0.08,0,0.41,-0.01,-1.04,-22.88,-0.08,-0.05,0.07,0,-0.12,13.62,1609.27,118.12,20.01,70,61,0.55,787.81,1276.06,424332521.6,13.62,20014,159,-3942,-16072,-9641,-10356,0,0,108
657.89,0.03,0.03,-0.01,0.06,-8.65,-2.46,-0.25,-0.06,0.02,0,-0.18,2.64,1327.41,502.89,19.45,37,36,0.4,683.98,1211.89,176640865.2,2.64,19447,121,-2130,-17317,-10979,-8451,7,0,109
843.81,0.05,0.03,-0.05,0.02,-12.15,0,-0.13,0.21,0.02,0,-0.08,3.16,1573.5,497.6,18.3,32,32,0.4,681.21,1278.13,183819651.4,3.16,18301,122,-1555,-16746,-10719,-7565,0,0,109
868.21,0.06,0.03,-0.04,0.16,-14.84,0,-0.31,6.63,0.03,0,-0.15,3.52,1586.09,450.64,15.12,33,28,0.42,723.61,1296.64,168282707.4,3.52,15123,127,-2237,-12886,-8181,-6909,0,0,109
962.72,0.04,0.02,0.16,0.03,-5.44,-1.21,-0.01,-0.03,0.01,0.01,-0.09,3.43,2274.44,662.14,22.14,44,35,0.51,1060.49,662.32,824083624.2,3.43,22136,155,-15801,-6335,-7893,-14226,0,7,110
1137.76,0.08,0.03,0.09,0.27,-2.58,-14.85,0.44,-0.48,0.04,0.01,-0.03,2.69,1865.3,693.23,14.94,19,18,0.62,833.27,689.09,286041696.3,2.69,14943,101,-9806,-5137,-4269,-10657,16,16,110
2276,0.18,0.02,-0.52,0.27,-3.37,-35.91,0.37,-0.68,0.11,0.01,-0.12,6.78,2409.03,355.44,12.75,26,18,0.63,1174.55,709.82,316280010.6,6.78,12748,99,-8497,-4251,-6483,-6249,17,17,110
32.89,0,-0.04,0.01,-0.21,-181.58,21.94,-0.46,-0.47,0,0,0.04,1.85,1127.33,608.47,12.68,44,33,0.39,1070.49,482.66,56958251.16,1.85,12677,112,-12643,-34,-8005,-4655,8,8,111
-116.93,-0.01,-0.07,-0.05,-0.02,141.51,0,-0.21,-0.46,-0.01,-0.01,0.2,1.17,915.62,785.67,8.35,49,45,0.42,891.04,390,31477859.71,1.17,8346,132,-8346,0,-3658,-4672,0,16,111
60.06,0.01,-0.03,0,0,-123.67,15.96,-0.56,-0.54,0,0,-0.01,1.53,948.68,621.46,11.5,41,41,0.39,1032.79,479.96,36964576.24,1.53,11497,121,-11497,0,-6266,-5193,8,8,111
1023.99,0.08,-0.04,0.13,-0.09,-4.15,0,0.15,-0.58,0.01,-0.01,-0.44,1.88,1528.57,814.36,13.31,35,28,0.38,1191.17,698.52,150096343.7,1.88,13309,129,-11228,-2081,-8065,-5227,8,8,112
1315.61,0.11,-0.02,0.02,0,-14.26,40.92,-1.6,2.94,0.04,0,-0.56,2.24,1809.26,806.29,11.7,29,27,0.44,1149.63,808.37,169762270,2.24,11703,127,-8425,-3278,-5581,-5889,0,16,112
1568.41,0.14,-0.05,0.06,-0.16,-6.63,0,0.69,-0.38,0.04,0,-0.66,1.9,1878.85,990.22,11.11,33,31,0.5,1252.87,597.42,174478087.6,1.9,11111,134,-10343,-768,-5824,-5271,0,8,112
1589.78,0.1,0,0.28,0,-1.38,-76.63,-0.13,0.12,0,0,-0.08,4.87,1654.01,339.36,16.65,49,44,0.58,883.31,664.76,288977241.5,4.87,16646,167,-10005,-6641,-8417,-8213,8,8,113
1517.37,0.1,0,-0.03,-0.21,-0.36,-152.99,-0.04,-0.08,0.06,0,0.05,4.37,1559.47,356.7,14.94,46,44,0.58,859.44,700.96,218942713.2,4.37,14936,169,-9432,-5504,-7427,-7492,7,7,113
1533.15,0.1,0,0.09,-0.31,-0.34,-144.07,-0.03,0.11,0.07,0,0.03,5.45,1579.55,289.85,15.13,48,45,0.56,854.9,708.54,229532777.5,5.45,15126,167,-9205,-5921,-7604,-7505,7,7,113
1564.15,0.04,0,0.26,-0.11,-0.53,0,0.05,-0.04,0.04,0,-0.29,6.71,1584.32,235.95,37.34,160,103,0.5,972.19,618.11,1317619310,6.71,37338,261,-27450,-9888,-16354,-20968,0,17,114
1612.1,0.05,0,0,0,-0.36,0,-0.02,0.03,0.03,0,0,2.25,1629.93,725.02,32.96,137,92,0.63,931.71,609.56,1265121668,2.25,32955,230,-22806,-10149,-17952,-14986,8,0,114
1557.32,0.05,0,0,0,-2.85,64.39,-0.15,-0.14,0,0,-0.1,2.26,1588.38,703.12,29.76,100,60,0.66,963.39,642.17,1072623100,2.26,29757,215,-22045,-7712,-14974,-14767,7,7,114
1967.05,0.14,0.01,0.06,0.09,0.18,-46.64,0.02,0.09,0.02,0,-0.36,5.25,1967.05,374.83,14.48,26,14,0.73,1198.86,569.5,304556084.9,5.25,14476,114,-11773,-2703,-6539,-7920,7,7,115
1869.88,0.14,0,0,0,0.42,-146.94,0.06,0.2,0.03,0,-0.18,4.74,1869.88,394.52,13.25,26,22,0.72,1197.84,644.53,264292509.1,4.74,13251,116,-11386,-1865,-7501,-5217,8,8,115
1971.92,0.15,0,0,0,0.79,-1143.28,0.27,0.62,0,0,-0.37,5.78,1971.92,341.21,13.33,33,18,0.74,1437.76,766.5,306095951.6,5.78,13332,124,-11933,-1399,-6353,-6963,7,7,115
1707.32,0.08,0,-0.03,0.15,-1.93,271.73,-0.15,-0.02,0.07,0,0.12,6.95,1821.44,262.26,21.91,74,40,0.64,908.34,709.84,594307620.7,6.95,21908,195,-13256,-8652,-10623,-11268,17,17,116
1610.83,0.09,0,0.16,0.2,-0.97,134.38,-0.09,0.16,0.09,0,0.27,10.92,1719.11,157.5,16.97,47,35,0.66,876.64,738.28,366647324.8,10.92,16974,153,-9424,-7550,-7557,-9400,17,17,116
1757.31,0.1,0,0.04,0.01,-0.1,0,-0.01,0.26,0.06,0,0.16,9.16,1835.87,200.48,18.22,46,31,0.66,1013.57,740.56,430926109.8,9.16,18219,162,-11232,-6987,-7966,-10219,0,8,116
716.48,0.05,-0.01,0,0,-6.66,0,0.26,-0.3,0,0,-0.03,3.92,1419.82,362.18,14.38,57,39,0.63,1044.85,556.78,180424367.3,3.92,14377,143,-12273,-2104,-8391,-5970,0,8,117
765.18,0.07,-0.01,0,0.13,-27.37,0,-1.99,23.14,0.06,0,0.02,4.08,1390.57,340.78,11.3,57,40,0.61,1071.22,630.54,130303183.4,4.08,11297,149,-8521,-2776,-5529,-5751,0,7,117
774.9,0.06,-0.01,0,0,-7.88,0,-0.61,0.24,0,0,0.99,2.34,1359.19,580.89,12.02,53,58,0.56,1000.2,624.29,145446832,2.34,12018,161,-9134,-2884,-6231,-5770,29,0,117
770.07,0.03,-0.03,-0.14,0.17,-9.42,0,-0.33,-0.55,0.01,-0.02,-0.47,1.87,1525.94,813.84,23.01,40,34,0.57,1137.02,510.2,175294713.8,1.87,23008,120,-23008,0,-9668,-13323,7,7,118
1723.2,0.16,0,0.13,-0.14,-0.06,184.94,0.05,0.1,0.04,0,-0.57,10.6,1726.91,162.86,10.6,26,24,0.62,1418.41,502.9,149561250.1,10.6,10599,112,-10599,0,-4870,-5712,7,7,118
1609.08,0.17,0,0.17,-0.08,-0.16,578.48,0.41,-0.54,0.04,0,-0.56,9.52,1617.65,169.97,9.45,30,28,0.63,1459.25,524.97,113302771.3,9.52,9450,109,-9450,0,-4459,-4974,7,7,118
770.07,0.03,0.03,-0.14,0.17,-0.33,-0.55,0.01,-0.02,-0.47,1.87,1525.94,813.84,23.01,40,34,0.57,1137.02,510.2,175294713.8,1.87,23008,120,-23008,0,-9668,-13323,7,7,7312,0,119
1723.2,0.16,0.16,0.13,-0.14,0.05,0.1,0.04,0,-0.57,10.6,1726.91,162.86,10.6,26,24,0.62,1418.41,502.9,149561250.1,10.6,10599,112,-10599,0,-4870,-5712,7,7,17,0,119
1609.08,0.17,0.17,0.17,-0.08,0.41,-0.54,0.04,0,-0.56,9.52,1617.65,169.97,9.45,30,28,0.63,1459.25,524.97,113302771.3,9.52,9450,109,-9450,0,-4459,-4974,7,7,17,0,119
